DB ID,Model No.,Frequency_Hz,Phase,HP,Power(KW),Outlet (mm),Outlet (inch),Pass Solid Dia(mm),Max Flow (LPM),Max Head (M),Max Head (ft),Category,Product Link,Head Rated/M,Q Rated/LPM,id
1193,SWO-420T,50,3,4,3kW,50,"2""",8.0,730,20,66,Booster,https://www.hungpump.com/swo,12.0,560.0,d512a971-9267-4488-b063-a8a68a0f24b9
1218,HI-168,60,1,1/4,200W,20,"3/4""",N/A,35,28,92,Booster,https://www.hungpump.com/hi,15.0,22.0,8fd15727-5e65-44a7-834d-fc68a0cd4b2e
1219,HI-168,60,1,1/4,200W,25,"1""",N/A,35,28,92,Booster,https://www.hungpump.com/hi,15.0,22.0,7b6707ae-9548-4786-a2c1-d8974b5709ae
1220,HI-168,60,1,1/4,200W,20,"3/4""",N/A,35,28,92,Booster,https://www.hungpump.com/hi,15.0,22.0,3ce371aa-11a3-4fdd-9b6f-83880749bb44
1221,HI-168,60,1,1/4,200W,25,"1""",N/A,35,28,92,Booster,https://www.hungpump.com/hi,15.0,22.0,e6f303ad-6389-4b97-8f58-8f51436382be
1222,HI-168,60,1,1/4,200W,20,"3/4""",N/A,35,28,92,Booster,https://www.hungpump.com/hi,15.0,22.0,54789794-5eae-42e6-ac4a-c92ebbef852e
1223,HI-168,60,1,1/4,200W,25,"1""",N/A,35,28,92,Booster,https://www.hungpump.com/hi,15.0,22.0,454d492d-384f-42ad-980e-a03585a7efa1
1224,HI-168,60,1,1/4,200W,20,"3/4""",N/A,35,28,92,Booster,https://www.hungpump.com/hi,15.0,22.0,315fdd59-d7de-4840-aec2-4c8d1ac5bfab
1225,HI-168,60,1,1/4,200W,25,"1""",N/A,35,28,92,Booster,https://www.hungpump.com/hi,15.0,22.0,4a15ebea-06ee-4a09-9d81-0dd13da11353
1226,HI-200,60,1,1/4,200W,20,"3/4""",N/A,60,25,82,Booster,https://www.hungpump.com/hi,15.0,38.0,735e21da-2980-42a4-bd49-803363d55ca6
1227,HI-200,60,1,1/4,200W,25,"1""",N/A,60,25,82,Booster,https://www.hungpump.com/hi,15.0,38.0,0e94e0e3-0c48-4134-b6ff-7f8f35f5d674
1228,HI-200,60,1,1/4,200W,20,"3/4""",N/A,60,25,82,Booster,https://www.hungpump.com/hi,15.0,38.0,53109b27-9b7f-4825-a11f-e1aaa0feba50
1229,HI-200,60,1,1/4,200W,25,"1""",N/A,60,25,82,Booster,https://www.hungpump.com/hi,15.0,38.0,79f0ce0f-f04d-421a-900d-60ea5ebdcc7d
1230,HI-200,60,1,1/4,200W,20,"3/4""",N/A,60,25,82,Booster,https://www.hungpump.com/hi,15.0,38.0,ce17c710-acaf-42b5-8d0f-c1a84e58f25e
1231,HI-200,60,1,1/4,200W,25,"1""",N/A,60,25,82,Booster,https://www.hungpump.com/hi,15.0,38.0,89e5a95e-7bb1-40b5-8d3a-c4f7f186deed
1238,HI-400,60,1,1/2,400W,25,"1""",N/A,70,28,92,Booster,https://www.hungpump.com/hi,20.0,50.0,19887ae8-838f-444f-91f3-881e67c3fd9c
1239,HI-400,60,1,1/2,400W,25,"1""",N/A,70,28,92,Booster,https://www.hungpump.com/hi,20.0,50.0,10909353-f8a6-406e-b5d9-7c369c366f39
1240,HI-400,60,1,1/2,400W,25,"1""",N/A,70,28,92,Booster,https://www.hungpump.com/hi,20.0,50.0,1a6612ca-e508-4af4-9b7f-6f65cf0f0dd9
1269,HWCPⅡ,60,1,3/4,550W,32,"1-1/4""",N/A,165,11,36,BLDC,https://www.hungpump.com/data-234533,6.0,135.0,b3f4477c-96da-47c9-afa8-4f11303b9cc4
1270,HWCPⅡ,60,1,3/4,550W,32,"1-1/4""",N/A,165,11,36,BLDC,https://www.hungpump.com/data-234533,6.0,135.0,51b7e690-cf7e-49a9-86fa-c8566d0732db
1271,HWCPⅡ-FS,60,1,3/4,550W,32,"1-1/4""",N/A,165,11,36,BLDC,https://www.hungpump.com/data-234533,6.0,135.0,2dc4675c-162f-4af2-909e-c18955c08d14
1272,HWCPⅡ-FS,60,1,3/4,550W,32,"1-1/4""",N/A,165,11,36,BLDC,https://www.hungpump.com/data-234533,6.0,135.0,4d225362-b680-4a30-92f0-9ac85c1798a0
1273,HWCPⅡ-FT,60,1,3/4,550W,32,"1-1/4""",N/A,165,11,36,BLDC,https://www.hungpump.com/data-234533,6.0,135.0,ccdd69c8-9e5a-43c0-9fd7-48e6e684500b
1274,HWCPⅡ-FT,60,1,3/4,550W,32,"1-1/4""",N/A,165,11,36,BLDC,https://www.hungpump.com/data-234533,6.0,135.0,fa482282-6f11-4f54-a404-3dff8bbc8ee9
1275,HWCPⅡ-ST,60,1,3/4,550W,32,"1-1/4""",N/A,165,11,36,BLDC,https://www.hungpump.com/data-234533,6.0,135.0,fcbee146-7e77-44ef-a6b6-eedf96fcdfde
1276,HWCPⅡ-ST,60,1,3/4,550W,32,"1-1/4""",N/A,165,11,36,BLDC,https://www.hungpump.com/data-234533,6.0,135.0,702b724a-ab63-4010-9e89-5a2ecdacc6eb
1279,JA-200,60,1,1/4,200W,25,"1""",N/A,80,18,59,Booster,https://www.hungpump.com/ja,12.0,45.0,ba26daa0-ca13-4939-a143-f1acca11bb36
1280,JA-200,60,1,1/4,200W,25,"1""",N/A,80,18,59,Booster,https://www.hungpump.com/ja,12.0,45.0,ad21a7f5-f44a-421f-a4df-9574d7385ba2
1281,JA-80,60,1,1/10,80W,20,"3/4""",1.0,26,10,33,Booster,https://www.hungpump.com/ja,6.0,13.0,11182796-34b4-4196-9154-2bf323cae7dc
1282,JA-80,60,1,1/10,80W,20,"3/4""",1.0,26,10,33,Booster,https://www.hungpump.com/ja,6.0,13.0,61cbbdfa-d57e-447c-889d-25de6e2e6523
1283,JA-80S,60,1,1/10,80W,20,"3/4""",1.0,26,10,33,Booster,https://www.hungpump.com/ja,6.0,13.0,a4999ac4-61e0-4eef-bfaf-64eddf8845ed
1284,JA-80S,60,1,1/10,80W,20,"3/4""",1.0,26,10,33,Booster,https://www.hungpump.com/ja,6.0,13.0,1121e692-cf85-424b-b5b3-c31186ed7e36
1285,LSJ-05,60,1,1/2,400W,25,"1""",N/A,60,36,118,Booster,https://www.hungpump.com/lsj,20.0,27.0,4a12c38c-3893-4f6a-a4e9-e5de53839e61
1286,LSJ-05,60,1,1/2,400W,25,"1""",N/A,60,36,118,Booster,https://www.hungpump.com/lsj,20.0,27.0,ea0ff1f2-8be0-4f9a-8199-880d427d6874
1287,LSJ-05,60,3,1/2,400W,25,"1""",N/A,60,36,118,Booster,https://www.hungpump.com/lsj,20.0,27.0,f13b3f4e-b2e7-4a08-b0fe-ebd8ee1a4de1
1288,LSJ-05,60,3,1/2,400W,25,"1""",N/A,60,36,118,Booster,https://www.hungpump.com/lsj,20.0,27.0,27ea33dd-584c-4012-932b-abd607f83d30
1290,LSJ-05E,60,1,1/2,400W,25,"1""",N/A,60,36,118,Booster,https://www.hungpump.com/lsj,20.0,27.0,c3f8f218-d914-4e6f-bbf1-21cc843ebafd
1291,LSJ-05E,60,1,1/2,400W,25,"1""",N/A,60,36,118,Booster,https://www.hungpump.com/lsj,20.0,27.0,186a2a6a-f2f2-44e6-a571-a28f086f3ba5
1292,LSJ-05E,60,3,1/2,400W,25,"1""",N/A,60,36,118,Booster,https://www.hungpump.com/lsj,20.0,27.0,ecd121aa-c899-48d7-903a-0ded9753b0b8
1293,LSJ-05E,60,3,1/2,400W,25,"1""",N/A,60,36,118,Booster,https://www.hungpump.com/lsj,20.0,27.0,795c4ac6-684f-42bf-87b7-70a4dc90c890
1294,LSJ-10,60,1,1,750W,25,"1""",N/A,75,42,138,Booster,https://www.hungpump.com/lsj,30.0,28.0,3082e348-0a37-4b7f-a9be-10cc47c60522
1295,LSJ-10-24H,60,1,1,750W,25,"1""",N/A,75,42,138,Booster,https://www.hungpump.com/lsj,30.0,28.0,859b2774-7f13-48bb-86a9-4b3ff50c2398
1296,LSJ-10,60,1,1,750W,25,"1""",N/A,75,42,138,Booster,https://www.hungpump.com/lsj,30.0,28.0,78b85bc8-d749-4968-b73b-8bd33b924a8a
1297,LSJ-10,60,3,1,750W,25,"1""",N/A,75,42,138,Booster,https://www.hungpump.com/lsj,30.0,28.0,91987502-a6a6-4b7e-996e-0c746b96d309
1298,LSJ-10,60,3,1,750W,25,"1""",N/A,75,42,138,Booster,https://www.hungpump.com/lsj,30.0,28.0,5fbfc36a-95a4-4eef-ad03-9495a80c66a8
1299,LSJ-10,60,3,1,750W,25,"1""",N/A,75,42,138,Booster,https://www.hungpump.com/lsj,30.0,28.0,ee665573-b118-4821-9d1c-7f8d403b29bb
1300,LSJ-10E,60,1,1,750W,25,"1""",N/A,75,42,138,Booster,https://www.hungpump.com/lsj,30.0,28.0,2843215f-7e57-4ade-bce8-c6e56a132537
1301,LSJ-10E,60,1,1,750W,25,"1""",N/A,75,42,138,Booster,https://www.hungpump.com/lsj,30.0,28.0,7a7ff15e-63eb-485c-ae9d-f83cd695737e
1302,LSJ-10E,60,3,1,750W,25,"1""",N/A,75,42,138,Booster,https://www.hungpump.com/lsj,30.0,28.0,c8ee1950-606a-4712-9538-3eaa1b0c04dd
1303,LSJ-10E,60,3,1,750W,25,"1""",N/A,75,42,138,Booster,https://www.hungpump.com/lsj,30.0,28.0,fa7c1028-25b5-4584-899c-5d0711bfa786
1320,MTS-161,60,1,3,2.2kW,50,"2""",N/A,550,18,59,,https://www.hungpump.com/mts-8-16,10.0,420.0,9a6860d8-0187-46e0-b460-0c7aad515aa7
1321,MTS-161,60,3,3,2.2kW,50,"2""",N/A,550,18,59,,https://www.hungpump.com/mts-8-16,10.0,420.0,f7add0ac-8bb9-45fa-a89a-a7e77cecf913
1322,MTS-161,60,3,3,2.2kW,50,"2""",N/A,550,18,59,,https://www.hungpump.com/mts-8-16,10.0,420.0,93882492-3eb7-44ba-bc02-f714e48bde7c
1323,MTS-162,60,3,4,3kW,50,"2""",N/A,550,37,121,,https://www.hungpump.com/mts-8-16,20.0,420.0,bb49f1bf-ee15-4651-9eb1-9517b63b80a1
1324,MTS-162,60,3,4,3kW,50,"2""",N/A,550,37,121,,https://www.hungpump.com/mts-8-16,20.0,420.0,f2dd63a3-6972-4a68-9a42-91dae8175326
1326,MTS-163,60,3,5,3.7kW,50,"2""",N/A,550,55,180,,https://www.hungpump.com/mts-8-16,30.0,420.0,7e44c02e-302a-4789-8ae0-0e715b4c0ab1
1327,MTS-163,60,4,5,3.7kW,50,"2""",N/A,550,55,180,,https://www.hungpump.com/mts-8-16,30.0,420.0,ecf4537d-a513-424d-98a6-71119ce07c1c
1329,MTS-32,60,1,1/2,400W,25,"1""",N/A,90,28,92,,https://www.hungpump.com/mts-3-5,20.0,55.0,af8429ad-8a35-4afe-87a1-8ba48e60ceb4
1330,MTS-32,60,1,1/2,400W,25,"1""",N/A,90,28,92,,https://www.hungpump.com/mts-3-5,20.0,55.0,c379646c-d76e-4147-8e0d-c8ce8323c9a6
1331,MTS-32,60,3,1/2,400W,25,"1""",N/A,90,28,92,,https://www.hungpump.com/mts-3-5,20.0,55.0,4e712a1b-b082-4ca9-bfdf-0ac4d9edbba5
1332,MTS-32,60,3,1/2,400W,25,"1""",N/A,90,28,92,,https://www.hungpump.com/mts-3-5,20.0,55.0,f4f42945-1679-4cf3-bcf1-ff861868b681
1335,MTS-33,60,1,3/4,550W,25,"1""",N/A,90,40,131,,https://www.hungpump.com/mts-3-5,30.0,55.0,ae667789-abe4-44f9-bf48-c5c745c23190
1336,MTS-33,60,1,3/4,550W,25,"1""",N/A,90,40,131,,https://www.hungpump.com/mts-3-5,30.0,55.0,a1d6cf5b-4bf2-4955-94b0-1197d2a3545e
1340,MTS-34,60,1,1,750W,25,"1""",N/A,90,55,180,,https://www.hungpump.com/mts-3-5,40.0,55.0,95bc7c45-c40d-410b-a71e-48f6ceea13d3
1341,MTS-34,60,1,1,750W,25,"1""",N/A,90,55,180,,https://www.hungpump.com/mts-3-5,40.0,55.0,93ba7d9c-c883-4708-b38a-03cf1442c6f7
1346,MTS-35,60,1,1.5,1.1kW,25,"1""",N/A,90,68,223,,https://www.hungpump.com/mts-3-5,50.0,55.0,6e2a0c4b-ddea-439d-a348-f99830d2699d
1347,MTS-35,60,1,1.5,1.1kW,25,"1""",N/A,90,68,223,,https://www.hungpump.com/mts-3-5,50.0,55.0,b7e99ef3-7003-423f-b2dd-b87de73e5d14
1350,MTS-36,60,1,2,1.5kW,25,"1""",N/A,90,82,269,,https://www.hungpump.com/mts-3-5,50.0,70.0,a60ec1f2-e184-479e-bed4-5cad88b54114
1351,MTS-36,60,3,2,1.5kW,25,"1""",N/A,90,82,269,,https://www.hungpump.com/mts-3-5,50.0,70.0,4e9d933a-6724-4050-a84d-47b731ad6be7
1352,MTS-36,60,3,2,1.5kW,25,"1""",N/A,90,82,269,,https://www.hungpump.com/mts-3-5,50.0,70.0,da4995de-377f-41d9-b620-ecb6e9bf10d4
1353,MTS-52,60,1,3/4,550W,25,"1""",N/A,145,28,92,,https://www.hungpump.com/mts-3-5,20.0,95.0,a9e553bf-9825-45e3-a6ac-6950051c0256
1354,MTS-52,60,1,3/4,550W,25,"1""",N/A,145,28,92,,https://www.hungpump.com/mts-3-5,20.0,95.0,8a9573bd-b07f-4a9a-a900-624a8763f83d
1355,MTS-52,60,3,3/4,550W,25,"1""",N/A,145,28,92,,https://www.hungpump.com/mts-3-5,20.0,95.0,c0309300-4628-443a-a99e-991e4780c84e
1356,MTS-52,60,3,3/4,550W,25,"1""",N/A,145,28,92,,https://www.hungpump.com/mts-3-5,20.0,95.0,6f34a013-95ab-4315-93ff-0de61fb28792
1357,MTS-53,60,1,1,750W,25,"1""",N/A,145,42,138,,https://www.hungpump.com/mts-3-5,30.0,95.0,275adbe9-1fc4-4f7f-a4c6-8854b87c5825
1358,MTS-53,60,1,1,750W,25,"1""",N/A,145,42,138,,https://www.hungpump.com/mts-3-5,30.0,95.0,e6689766-8e7c-401d-a92d-cdbb9ca52256
1360,MTS-53,60,3,1,750W,25,"1""",N/A,145,42,138,,https://www.hungpump.com/mts-3-5,30.0,95.0,80d58879-3c0e-4e72-81c3-6c5202792240
1361,MTS-53,60,3,1,750W,25,"1""",N/A,145,42,138,,https://www.hungpump.com/mts-3-5,30.0,95.0,a8c26a05-62b6-4f4a-bccc-bc7b37aab240
1363,MTS-54,60,1,1.5,1.1kW,25,"1""",N/A,145,55,180,,https://www.hungpump.com/mts-3-5,40.0,95.0,7f930974-afea-4aee-bd8b-a64f5a05801f
1364,MTS-54,60,1,1.5,1.1kW,25,"1""",N/A,145,55,180,,https://www.hungpump.com/mts-3-5,40.0,95.0,e1d28e10-f451-42a4-b93c-b5102a9c8c88
1365,MTS-54,60,3,1.5,1.1kW,25,"1""",N/A,145,55,180,,https://www.hungpump.com/mts-3-5,40.0,95.0,4bec792e-7cde-47fb-b30e-a4cb5f1c4d6a
1366,MTS-54,60,3,1.5,1.1kW,25,"1""",N/A,145,55,180,,https://www.hungpump.com/mts-3-5,40.0,95.0,788bd360-3cac-47f3-8a3c-ebd8d81027eb
1368,MTS-55,60,1,2,1.5kW,25,"1""",N/A,145,68,223,,https://www.hungpump.com/mts-3-5,50.0,95.0,4ced21f8-8abd-461f-92d0-6f9e86fef007
1369,MTS-55,60,3,2,1.5kW,25,"1""",N/A,145,68,223,Booster,https://www.hungpump.com/mts-3-5,50.0,95.0,89668ad5-4cfb-4139-b1bd-c5d8f0084363
1371,MTS-82,60,1,2,1.5kW,40,"1-1/2""",N/A,330,30,98,Booster,https://www.hungpump.com/mts-8-16,20.0,200.0,ba65d0a6-e5c2-4000-8686-7fff20f1c47f
1373,MTS-82,60,3,2,1.5kW,40,"1-1/2""",N/A,330,30,98,Booster,https://www.hungpump.com/mts-8-16,20.0,200.0,0922fd60-3bb6-497d-8ddc-b3809dd0f4f7
1374,MTS-82,60,3,2,1.5kW,40,"1-1/2""",N/A,330,30,98,Booster,https://www.hungpump.com/mts-8-16,20.0,200.0,437695df-c35b-4fcd-82af-53407b7c66ee
1376,MTS-83,60,1,3,2.2kW,40,"1-1/2""",N/A,330,45,148,Booster,https://www.hungpump.com/mts-8-16,30.0,200.0,a0c81100-3c78-4e8f-b727-d75ea21511bb
1377,MTS-83,60,3,3,2.2kW,40,"1-1/2""",N/A,330,45,148,Booster,https://www.hungpump.com/mts-8-16,30.0,200.0,5e95e256-0f68-4501-83c9-492ad8c7efd9
1378,MTS-83,60,3,3,2.2kW,40,"1-1/2""",N/A,330,45,148,,https://www.hungpump.com/mts-8-16,30.0,200.0,f86d65c5-f034-449d-84ad-a11dc58bc297
1380,MTS-84,60,3,4,3kW,40,"1-1/2""",N/A,330,60,197,,https://www.hungpump.com/mts-8-16,40.0,200.0,4f8a8cd0-404c-4359-8f7b-7a1b423a47e5
1381,MTS-84,60,3,4,3kW,40,"1-1/2""",N/A,330,60,197,,https://www.hungpump.com/mts-8-16,40.0,200.0,a2e27191-ba53-4d3b-893f-335b157f58e2
1383,MTS-85,60,3,5,3.7kW,40,"1-1/2""",N/A,330,72,236,,https://www.hungpump.com/mts-8-16,50.0,200.0,24e61169-a237-441c-a7c3-210778cc411e
1384,MTS-85,60,3,5,3.7kW,40,"1-1/2""",N/A,330,72,236,,https://www.hungpump.com/mts-8-16,50.0,200.0,ea80a5ec-46b5-436a-9b95-6eda1ca2099f
1394,SMP-10,60,1,1,750W,40,"1-1/2""",N/A,310,14,46,Clean Water,https://www.hungpump.com/smp,9.0,175.0,32b00d44-1542-4ca7-922b-c75de3518d4f
1395,SMP-10,60,1,1,750W,40,"1-1/2""",N/A,310,14,46,Clean Water,https://www.hungpump.com/smp,9.0,175.0,013c624a-66b4-4462-a5f7-ce1b2487cf26
1396,SMP-10,60,3,1,750W,40,"1-1/2""",N/A,310,14,46,Clean Water,https://www.hungpump.com/smp,9.0,175.0,4f4fa566-812a-44b7-b33f-4cd5ded729d2
1397,SMP-10,60,3,1,750W,40,"1-1/2""",N/A,310,14,46,Clean Water,https://www.hungpump.com/smp,9.0,175.0,754c3c12-2fbc-4849-a998-c4223199cb03
1398,SMP-20,60,1,2,1.5kW,50,"2""",N/A,460,16,52,Clean Water,https://www.hungpump.com/smp,9.0,350.0,e8e75902-4d25-4851-b444-dfa38f56f34f
1399,SMP-20,60,3,2,1.5kW,50,"2""",N/A,460,16,52,Clean Water,https://www.hungpump.com/smp,9.0,350.0,1be891c7-af8e-44c8-88f0-8386108cfacf
1400,SMP-20,60,3,2,1.5kW,50,"2""",N/A,460,16,52,Clean Water,https://www.hungpump.com/smp,9.0,350.0,c136bd7f-3280-4d3d-bb3d-0d3466c3e588
1402,SMP-30,60,1,3,2.2kW,50,"2""",N/A,520,20,66,Clean Water,https://www.hungpump.com/smp,12.0,395.0,f0edba81-f553-4529-9b80-920f51727b27
1403,SMP-30,60,3,3,2.2kW,50,"2""",N/A,520,20,66,Clean Water,https://www.hungpump.com/smp,12.0,395.0,23a421f8-3b71-4c18-80aa-01fe0b5f89af
1404,SMP-30,60,3,3,2.2kW,50,"2""",N/A,520,20,66,Clean Water,https://www.hungpump.com/smp,12.0,395.0,ecc47904-66c7-46d6-b8b4-689c69ca78ae
1408,SPA-10,60,1,1,750W,40,"1-1/2""",N/A,320,13.5,44,,https://www.hungpump.com/spa-10,8.0,190.0,fdfdadcc-ddf1-4c9c-9e43-0b2f42f682db
1409,SPA-10,60,1,1,750W,40,"1-1/2""",N/A,320,13.5,44,,https://www.hungpump.com/spa-10,8.0,190.0,b0e02375-c0db-4bc5-8f09-e23993986f77
1410,SPA-150B,60,1,1.5,1100W,40,"1-1/2""",N/A,350,15.5,51,,https://www.hungpump.com/spa-150b,10.0,145.0,bc9c30b1-1ba5-4e1c-bb07-6555bafa9cb9
1411,SPA-150B,60,1,1.5,1100W,40,"1-1/2""",N/A,350,15.5,51,,https://www.hungpump.com/spa-150b,10.0,145.0,dc14ebbb-9629-4382-8f4d-1a3279c425bc
1416,SW-120S,60,1,1 1/4,1kW,25,"1""",3.0,140,28,92,,https://www.hungpump.com/sw-60-120-250,15.0,125.0,f5747ea5-bd37-4f28-bbbc-48b6809e29d8
1417,SW-120S,60,1,1 1/4,1kW,25,"1""",3.0,140,28,92,,https://www.hungpump.com/sw-60-120-250,15.0,125.0,8b790c17-16ad-4340-b831-fb3ec5403d4c
1418,SW-120S,60,3,1 1/4,1kW,25,"1""",3.0,140,28,92,,https://www.hungpump.com/sw-60-120-250,15.0,125.0,f679669b-5e14-4911-9062-fb0b73a8c6e8
1419,SW-120S,60,3,1 1/4,1kW,25,"1""",3.0,140,28,92,,https://www.hungpump.com/sw-60-120-250,15.0,125.0,922c47d4-bb27-4d74-96d3-0d489847a363
1423,SW-220T,60,3,2,1.5kW,50,"2""",N/A,630,24,79,,https://www.hungpump.com/sw-220-320-420,15.0,410.0,841af222-8f56-47e7-a938-b582f6196969
1427,SW-250S,60,1,2.5,1.85kW,32,"1-1/4""",N/A,300,30,98,,https://www.hungpump.com/sw-60-120-250,20.0,235.0,eaf35e31-f1d2-4bbe-977a-d34333eec4ff
1428,SW-250S,60,3,2.5,1.85kW,32,"1-1/4""",3.0,300,30,98,,https://www.hungpump.com/sw-60-120-250,20.0,235.0,9cbafc12-bf3e-4ff0-85df-9732e71e176e
1429,SW-250S,60,3,2.5,1.85kW,32,"1-1/4""",3.0,300,30,98,,https://www.hungpump.com/sw-60-120-250,20.0,235.0,7e78d91c-8cb3-408e-8fba-b1751fd745a9
1433,SW-320T,60,3,3,2.2kW,50,"2""",3.0,650,29,95,,https://www.hungpump.com/sw-220-320-420,18.0,500.0,6fbfb540-4dcc-48da-8d52-9d6df4fd5adb
1436,SW-420T,60,3,4,3kW,50,"2""",N/A,680,31,102,,https://www.hungpump.com/sw-220-320-420,18.0,540.0,0f993aec-ff86-4a35-8231-70c8bedbcf81
1437,SW-60,60,1,1/2,400W,25,"1""",N/A,120,17,56,,https://www.hungpump.com/sw-60-120-250,10.0,85.0,76c4c593-17a0-4bbd-8e29-c23cbd4d74f1
1438,SW-60,60,1,1/2,400W,25,"1""",N/A,120,17,56,,https://www.hungpump.com/sw-60-120-250,10.0,85.0,e1964fff-2f8f-43dc-bc3d-7aef56860e39
1439,SW-60,60,3,1/2,400W,25,"1""",3.0,120,17,56,,https://www.hungpump.com/sw-60-120-250,10.0,85.0,ffba668e-9cb0-4790-9027-cbc1b1114eea
1440,SW-60,60,3,1/2,400W,25,"1""",3.0,120,17,56,,https://www.hungpump.com/sw-60-120-250,10.0,85.0,07d13d83-eda0-4564-bbc5-15b1e0c93751
1448,SWO-220T,60,3,2,1.5kW,50,"2""",8.0,620,14,46,Booster,https://www.hungpump.com/swo,8.0,430.0,f41dc742-8b76-42a5-94a8-bad71ea05b76
1449,SWO-220T,60,3,2,1.5kW,50,"2""",3.0,620,14,46,Booster,https://www.hungpump.com/swo,8.0,430.0,5a1c243d-0b61-4fbb-96c4-07706e128f77
1453,SWO-320T,60,3,3,2.2kW,50,"2""",8.0,660,16,52,Booster,https://www.hungpump.com/swo,10.0,490.0,03e8f92d-9be7-4a9f-add0-f0a5315021ba
1454,SWO-320T,60,3,3,2.2kW,50,"2""",8.0,660,16,52,Booster,https://www.hungpump.com/swo,10.0,490.0,b4d8c196-6e2c-4757-8763-97bdc81e22f9
1465,HI-200,50,1,1/4,200W,25,"1""",N/A,55,24,79,Booster,https://www.hungpump.com/hi,15.0,33.0,b704d081-f586-4583-b8d8-1e2b2b13dee4
