DB ID,Model No.,Frequency_Hz,Phase,HP,Power(KW),Outlet (mm),Outlet (inch),Pass Solid Dia(mm),Max Flow (LPM),Max Head (M),Max Head (ft),Category,Product Link,Head Rated/M,Q Rated/LPM
930,KS-50,60,3,5,3.7kW,80,"3""",12,"1,400",26,85,,https://www.hungpump.com/ks,15,1020
931,KS-75,60,3,7.5,5.5kW,100,"4""",11,1900,24,79,,https://www.hungpump.com/ks,15,880
932,KS-75,60,3,7.5,5.5kW,100,"4""",11,1900,24,79,,https://www.hungpump.com/ks,15,880
933,KSL-10,60,1,1,750W,80,"3""",9,560,13,43,,https://www.hungpump.com/ksl,7.5,325
934,KSL-10,60,3,1,750W,80,"3""",9,560,13,43,,https://www.hungpump.com/ksl,7.5,325
935,KSP-10,60,1,1,750W,50,"2""",6,420,14,46,,https://www.hungpump.com/ksp,9,190
936,KSP-10,60,1,1,750W,50,"2""",6,420,14,46,,https://www.hungpump.com/ksp,9,190
937,KSP-10,60,1,1,750W,50,"2""",6,420,14,46,,https://www.hungpump.com/ksp,9,190
938,KSP-10,60,3,1,750W,50,"2""",6,420,14,46,,https://www.hungpump.com/ksp,9,190
939,KSP-10,60,3,1,750W,50,"2""",6,420,14,46,,https://www.hungpump.com/ksp,9,190
940,KSP-100,60,3,10,7.5kW,150,"6""",11,2400,28,92,,https://www.hungpump.com/ksp,15,1400
941,KSP-100,60,3,10,7.5kW,150,"6""",11,2400,28,92,,https://www.hungpump.com/ksp,15,1400
942,KSP-100,60,3,10,7.5kW,150,"6""",11,2400,28,92,,https://www.hungpump.com/ksp,15,1400
943,KSP-20,60,1,2,1.5kW,80,"3""",9,700,17,56,,https://www.hungpump.com/ksp,9,520
944,KSP-20,60,3,2,1.5kW,80,"3""",9,700,17,56,,https://www.hungpump.com/ksp,9,520
945,KSP-20,60,3,2,1.5kW,80,"3""",9,700,17,56,,https://www.hungpump.com/ksp,9,520
946,KSP-30,60,1,3,2.2kW,80,"3""",11,900,18,59,,https://www.hungpump.com/ksp,10,530
947,KSP-30,60,3,3,2.2kW,80,"3""",11,900,18,59,,https://www.hungpump.com/ksp,10,530
948,KSP-30,60,3,3,2.2kW,80,"3""",11,900,18,59,,https://www.hungpump.com/ksp,10,530
949,KSP-50,60,3,5,3.7kW,100,"4""",11,1200,22,72,,https://www.hungpump.com/ksp,15,630
950,KSP-50,60,3,5,3.7kW,100,"4""",11,1200,22,72,,https://www.hungpump.com/ksp,15,630
951,KSP-50,60,3,5,3.7kW,100,"4""",11,1200,22,72,,https://www.hungpump.com/ksp,15,630
952,KSP-75,60,3,7.5,5.5kW,100,"4""",11,1900,24,79,,https://www.hungpump.com/ksp,15,880
953,KSP-75,60,3,7.5,5.5kW,100,"4""",11,1900,24,79,,https://www.hungpump.com/ksp,15,880
954,KSV-150,60,1,1/5,150W,40,"1-1/2""",5,200,6,20,,https://www.hungpump.com/ksv,3,150
955,KSV-150,60,1,1/5,150W,40,"1-1/2""",5,200,6,20,,https://www.hungpump.com/ksv,3,150
956,KSV-1500,60,1,2,1.5kW,80,"3""",20,800,17,56,,https://www.hungpump.com/ksv,9,550
957,KSV-1500,60,3,2,1.5kW,80,"3""",20,800,17,56,,https://www.hungpump.com/ksv,9,550
958,KSV-1500,60,3,2,1.5kW,80,"3""",20,800,17,56,,https://www.hungpump.com/ksv,9,550
959,KSV-250,60,1,1/3,250W,40,"1-1/2""",5,240,7,23,,https://www.hungpump.com/ksv,5,130
960,KSV-250,60,1,1/3,250W,40,"1-1/2""",5,240,7,23,,https://www.hungpump.com/ksv,5,130
961,KSV-400,60,1,1/2,400W,50,"2""",10,300,9,30,,https://www.hungpump.com/ksv,6,155
962,KSV-400,60,1,1/2,400W,50,"2""",10,300,9,30,,https://www.hungpump.com/ksv,6,155
963,KSV-550,60,1,3/4,550W,50,"2""",15,330,10,33,,https://www.hungpump.com/ksv,6,190
964,KSV-550,60,1,3/4,550W,50,"2""",15,330,10,33,,https://www.hungpump.com/ksv,6,190
965,KSV-750,60,1,1,750W,80,"3""",15,430,11,36,,https://www.hungpump.com/ksv,6,315
966,KSV-750,60,1,1,750W,80,"3""",15,430,11,36,,https://www.hungpump.com/ksv,6,315
967,KT-215,60,1,2,1.5kW,50,"2""",N/A,460,26,85,Construction,https://www.hungpump.com/kt,15,345
968,KT-215,60,3,2,1.5kW,50,"2""",N/A,460,26,85,Construction,https://www.hungpump.com/kt,15,345
969,KT-215,60,3,2,1.5kW,50,"2""",N/A,460,26,85,Construction,https://www.hungpump.com/kt,15,345
970,KT-222,60,3,3,2.2kW,50,"2""",N/A,720,33,108,Construction,https://www.hungpump.com/kt,20,460
971,KT-222,60,3,3,2.2kW,50,"2""",N/A,720,33,108,Construction,https://www.hungpump.com/kt,20,460
972,KT-237,60,3,5,3.7kW,50,"2""",N/A,550,37,121,Construction,https://www.hungpump.com/kt,20,500
973,KT-237,60,3,5,3.7kW,50,"2""",N/A,550,37,121,Construction,https://www.hungpump.com/kt,20,500
974,KT-315,60,1,2,1.5kW,80,"3""",N/A,610,17,56,Construction,https://www.hungpump.com/kt,10,450
975,KT-315,60,3,2,1.5kW,80,"3""",N/A,610,17,56,Construction,https://www.hungpump.com/kt,10,450
976,KT-315,60,3,2,1.5kW,80,"3""",N/A,610,17,56,Construction,https://www.hungpump.com/kt,10,450
977,KT-322,60,3,3,2.2kW,80,"3""",N/A,800,22,72,Construction,https://www.hungpump.com/kt,15,560
978,KT-322,60,3,3,2.2kW,80,"3""",N/A,800,22,72,Construction,https://www.hungpump.com/kt,15,560
979,KT-322,60,3,3,2.2kW,80,"3""",N/A,800,22,72,Construction,https://www.hungpump.com/kt,15,560
980,KT-337,60,3,5,3.7kW,80,"3""",N/A,950,31,102,Construction,https://www.hungpump.com/kt,20,645
981,KT-337,60,3,5,3.7kW,80,"3""",N/A,950,31,102,Construction,https://www.hungpump.com/kt,20,645
982,KT-355,60,3,7.5,5.5kW,80,"3""",N/A,970,40,131,Construction,https://www.hungpump.com/kt,25,730
983,KT-355,60,3,7.5,5.5kW,80,"3""",N/A,970,40,131,Construction,https://www.hungpump.com/kt,25,730
984,KT-4110,60,3,15,11kW,100,"4""",N/A,1630,48,157,Construction,https://www.hungpump.com/kt,30,1180
985,KT-4110,60,3,15,11kW,100,"4""",N/A,1630,48,157,Construction,https://www.hungpump.com/kt,30,1180
986,KT-4150,60,3,20,15kW,100,"4""",N/A,1930,52,171,Construction,https://www.hungpump.com/kt,30,1780
987,KT-4150,60,3,20,15kW,100,"4""",N/A,1930,52,171,Construction,https://www.hungpump.com/kt,30,1780
988,KT-437,60,3,5,3.7kW,100,"4""",N/A,1560,18,59,Construction,https://www.hungpump.com/kt,10,1090
989,KT-437,60,3,5,3.7kW,100,"4""",N/A,1560,18,59,Construction,https://www.hungpump.com/kt,10,1090
990,KT-455,60,3,7.5,5.5kW,100,"4""",N/A,1520,28,92,Construction,https://www.hungpump.com/kt,20,800
991,KT-455,60,3,7.5,5.5kW,100,"4""",N/A,1520,28,92,Construction,https://www.hungpump.com/kt,20,800
992,KT-475,60,3,10,7.5kW,100,"4""",N/A,1590,38,125,Construction,https://www.hungpump.com/kt,20,1200
993,KT-475,60,3,10,7.5kW,100,"4""",N/A,1590,38,125,Construction,https://www.hungpump.com/kt,20,1200
994,KT-6110,60,3,15,11kW,150,"6""",N/A,2450,34,112,Construction,https://www.hungpump.com/kt,20,1810
995,KT-6110,60,3,15,11kW,150,"6""",N/A,2450,34,112,Construction,https://www.hungpump.com/kt,20,1810
996,KT-6150,60,3,20,15kW,100,"4""",N/A,2960,40,131,Construction,https://www.hungpump.com/kt,25,2560
997,KT-6150,60,3,20,15kW,100,"4""",N/A,2960,40,131,Construction,https://www.hungpump.com/kt,25,2560
998,KT-675,60,3,10,7.5kW,150,"6""",N/A,2060,28,92,Construction,https://www.hungpump.com/kt,15,1600
999,KT-675,60,3,10,7.5kW,150,"6""",N/A,2060,28,92,Construction,https://www.hungpump.com/kt,15,1600
1000,MAS-150,60,1,1/5,150W,40,"1-1/2""",19,220,6.5,21,Clean Water,https://www.hungpump.com/mas,4,120
1001,MAS-150,60,1,1/5,150W,40,"1-1/2""",19,220,6.5,21,Clean Water,https://www.hungpump.com/mas,4,120
1002,MAS-250,60,1,1/3,250W,40,"1-1/2""",19,280,9,30,Clean Water,https://www.hungpump.com/mas,6,140
1003,MAS-250,60,1,1/3,250W,50,"2""",19,280,9,30,Clean Water,https://www.hungpump.com/mas,6,140
1004,MAS-250,60,1,1/3,250W,40,"1-1/2""",19,280,9,30,Clean Water,https://www.hungpump.com/mas,6,140
1005,MAS-250,60,1,1/3,250W,50,"2""",19,280,9,30,Clean Water,https://www.hungpump.com/mas,6,140
1006,MAS-400,60,1,1/2,400W,50,"2""",19,320,10.5,34,Clean Water,https://www.hungpump.com/mas,6,230
1007,MAS-400,60,1,1/2,400W,50,"2""",19,320,10.5,34,Clean Water,https://www.hungpump.com/mas,6,230
1008,MAS-750,60,1,1,750W,50,"2""",19,380,13,43,Clean Water,https://www.hungpump.com/mas,8,260
1009,MAS-750,60,1,1,750W,50,"2""",19,380,13,43,Clean Water,https://www.hungpump.com/mas,8,260
1010,MH-150,60,1,1/5,150W,50,"2""",6,210,6,20,Clean Water,https://www.hungpump.com/mh,4,110
1011,MH-150,60,1,1/5,150W,50,"2""",6,210,6,20,Clean Water,https://www.hungpump.com/mh,4,110
1012,MH-250,60,1,1/3,250W,50,"2""",6,230,7,23,Clean Water,https://www.hungpump.com/mh,4,155
1013,MH-250,60,1,1/3,250W,50,"2""",6,230,7,23,Clean Water,https://www.hungpump.com/mh,4,155
1014,MH-400,60,1,1/2,400W,50,"2""",6,320,10,33,Clean Water,https://www.hungpump.com/mh,6,185
1015,MH-400-FR,60,1,1/2,400W,50,"2""",6,320,10,33,Clean Water,https://www.hungpump.com/mh,6,185
1016,MH-400,60,1,1/2,400W,50,"2""",6,320,10,33,Clean Water,https://www.hungpump.com/mh,6,185
1017,MH-400-FR,60,1,1/2,400W,50,"2""",6,320,10,33,Clean Water,https://www.hungpump.com/mh,6,185
1018,MH-750,60,1,1,750W,50,"2""",6,390,12.5,41,Clean Water,https://www.hungpump.com/mh,8,265
1019,MH-750-FR,60,1,1,750W,50,"2""",6,390,12.5,41,Clean Water,https://www.hungpump.com/mh,8,265
1020,MH-750,60,1,1,750W,50,"2""",6,390,12.5,41,Clean Water,https://www.hungpump.com/mh,8,265
1021,MH-750-FR,60,1,1,750W,50,"2""",6,390,12.5,41,Clean Water,https://www.hungpump.com/mh,8,265
1022,MH-750,60,3,1,750W,50,"2""",6,390,12.5,41,Clean Water,https://www.hungpump.com/mh,8,265
1023,MH-750,60,3,1,750W,50,"2""",6,390,12.5,41,Clean Water,https://www.hungpump.com/mh,8,265
1024,MVH-10,60,1,3/4,550W,25,"1""",3,100,32,105,High Pressure,https://www.hungpump.com/mvh,20,65
1025,MVH-10,60,1,3/4,550W,25,"1""",3,100,32,105,High Pressure,https://www.hungpump.com/mvh,20,65
1026,BCP-20,50,1,1/8,95W,11,,N/A,300,5.8,19,,https://www.hungpump.com/bcp,3,230
1027,CBP-330,50,1,3,2.2kW,80,"3""",3,1200,11.5,38,Clean Water,https://www.hungpump.com/cbp,6,1080
1028,CBP-330,50,3,3,2.2kW,80,"3""",3,1200,11.5,38,Clean Water,https://www.hungpump.com/cbp,6,1080
1029,CBP-330T,50,3,3,2.2kW,100,"4""",3,1200,11.5,38,Clean Water,https://www.hungpump.com/cbp,7,1000
1030,CBP-440,50,3,4,3kW,100,"4""",3,1300,13,43,Clean Water,https://www.hungpump.com/cbp,8,1070
1031,CBP-440T,50,3,4,3kW,100,"4""",3,1300,13,43,Clean Water,https://www.hungpump.com/cbp,8,1070
1032,CBP-540,50,3,5,3.7kW,100,"4""",3,1550,17.5,57,Clean Water,https://www.hungpump.com/cbp,12,1130
1033,CBP-540T,50,3,5,3.7kW,100,"4""",3,1550,17.5,57,Clean Water,https://www.hungpump.com/cbp,10,1280
1034,CBP-740,50,3,7.5,5.5kW,100,"4""",3,1700,23,75,Clean Water,https://www.hungpump.com/cbp,14,1380
1035,CBP-740T,50,3,7.5,5.5kW,100,"4""",3,11700,23,75,Clean Water,https://www.hungpump.com/cbp,14,1380
1036,GP-90,50,1,1/4,200W,25,"1""",N/A,40,32,106,Construction,https://www.hungpump.com/gp,20,20
1037,GP-90S,50,1,1/4,200W,25,"1""",N/A,40,32,106,Construction,https://www.hungpump.com/gp,20,20
1038,HC-40,50,1,4,3kW,50,"2""",1,250,60,197,,https://www.hungpump.com/hc,40,105
1039,HC-40,50,3,4,3kW,50,"2""",1,250,60,197,,https://www.hungpump.com/hc,40,105
1040,HI-128,50,1,1/4,200W,25,"1""",1,35,32,105,Booster,https://www.hungpump.com/hi,20,20
1041,HI-168,50,1,1/4,200W,25,"1""",N/A,34,24,92,Booster,https://www.hungpump.com/hi,15,15
1042,HI-200,50,1,1/4,200W,20,"3/4""",N/A,55,24,79,Booster,https://www.hungpump.com/hi,15,33
1043,HI-200,50,1,1/4,200W,25,"1""",N/A,55,24,79,Booster,https://www.hungpump.com/hi,15,33
1044,HI-200R,50,1,1/4,200W,25,"1""",N/A,55,24,79,Booster,https://www.hungpump.com/hi,15,33
1045,HI-200F,50,1,1/4,200W,25,"1""",1,55,24,79,Booster,https://www.hungpump.com/hi,15,33
1046,HI-200S,50,1,1/4,200W,20,"3/4""",N/A,55,24,79,Booster,https://www.hungpump.com/hi,15,33
1047,HI-200S,50,1,1/4,200W,25,"1""",N/A,55,24,79,Booster,https://www.hungpump.com/hi,15,33
1048,HI-200V,50,3,1/4,200W,25,"1""",N/A,55,24,79,Booster,https://www.hungpump.com/hi,15,33
1049,HI-400,50,1,1/2,400W,25,"1""",N/A,70,28,92,Booster,https://www.hungpump.com/hi,20,45
1050,HI-400S,50,1,1/2,400W,25,"1""",N/A,70,28,92,Booster,https://www.hungpump.com/hi,20,45
1051,HMD-06,50,1,1/10,65W,20,"3/4""",N/A,37,4.6,15,,https://www.hungpump.com/hmd,3,25
1052,HMD-09,50,1,1/8,90W,25,"1""",N/A,60,7,23,,https://www.hungpump.com/hmd,4,30
1053,HMD-150,50,3,2,1.5kW,40,"1-1/2""",N/A,390,23,75,,https://www.hungpump.com/hmd,14,270
1054,HMD-18,50,1,1/5,180W,25,"1""",N/A,73,7,23,,https://www.hungpump.com/hmd,4,45
1055,HMD-220,50,3,3,2.2kW,40,"1-1/2""",,465,23,75,,https://www.hungpump.com/hmd,15,315
1056,HMD-25,50,1,1/3,250W,25,"1""",N/A,91,8.6,28,,https://www.hungpump.com/hmd,5,62
1057,HMD-350,50,3,5,3.7kW,50,"2""",N/A,570,25,82,,https://www.hungpump.com/hmd,15,360
1058,HMD-37,50,1,1/2,400W,40,"1-1/2""",N/A,285,12,39,,https://www.hungpump.com/hmd,8,150
1059,HMD-75,50,1,1,750W,40,"1-1/2""",N/A,355,18,59,,https://www.hungpump.com/hmd,12,200
1060,HOME-05,50,1,1/2,400W,25,"1""",3,60,36,118,,https://www.hungpump.com/home,20,27
1061,HOME-10,50,1,1,750W,25,"1""",3,75,42,138,,https://www.hungpump.com/home,30,28
1062,HOME-200,50,1,1/4,200W,20,"3/4""",N/A,55,24,79,,https://www.hungpump.com/home,15,33
1063,HOME-200,50,1,1/4,200W,25,"1""",N/A,55,24,79,,https://www.hungpump.com/home,15,33
1064,HOME-400,50,1,1/2,400W,25,"1""",N/A,70,28,92,,https://www.hungpump.com/home,20,45
1065,HWCP ll-FS,50,1,3/4,550W,32,"1-1/4""",N/A,138,11,36,BLDC,https://www.hungpump.com/data-234533,6,108
1066,HWCP ll-FT,50,1,3/4,550W,32,"1-1/4""",N/A,138,11,36,BLDC,https://www.hungpump.com/data-234533,6,108
1067,HWCP lll-FS,50,1,3/4,550W,32,"1-1/4""",N/A,138,11,36,BLDC,https://www.hungpump.com/data-234533,6,108
1068,HWCP lll-FT,50,1,3/4,550W,32,"1-1/4""",N/A,138,11,36,BLDC,https://www.hungpump.com/data-234533,6,108
1069,HWCP lll-NS,50,1,3/4,550W,32,"1-1/4""",N/A,138,11,36,BLDC,https://www.hungpump.com/data-234533,6,108
1070,HWCP lll-ST,50,1,3/4,550W,32,"1-1/4""",N/A,138,11,36,BLDC,https://www.hungpump.com/data-234533,6,108
1071,HWCP ll-NS,50,1,3/4,550W,32,"1-1/4""",N/A,138,11,36,BLDC,https://www.hungpump.com/data-234533,6,108
1072,HWCP ll-ST,50,1,3/4,550W,32,"1-1/4""",N/A,138,11,36,BLDC,https://www.hungpump.com/data-234533,6,108
1073,HWCPⅡ,50,1,3/4,550W,32,"1-1/4""",N/A,138,11,36,BLDC,https://www.hungpump.com/data-234533,6,108
1075,JA-80,50,1,1/10,80W,20,"3/4""",1,23,8.5,28,Booster,https://www.hungpump.com/ja,6,11
1076,JA-80S,50,1,1/10,80W,20,"3/4""",1,23,8.5,28,Booster,https://www.hungpump.com/ja,6,11
1077,LSJ-05,50,1,1/2,400W,25,"1""",N/A,60,36,118,Booster,https://www.hungpump.com/lsj,20,27
1078,LSJ-05,50,3,1/2,400W,25,"1""",N/A,60,36,118,Booster,https://www.hungpump.com/lsj,20,27
1079,LSJ-05,50,1,1/2,400W,25,"1""",3,60,36,118,Booster,https://www.hungpump.com/lsj,20,27
1080,LSJ-05D,50,1,1/2,400W,25,"1""",N/A,60,36,118,Booster,https://www.hungpump.com/lsj,20,27
1081,LSJ-05D,50,3,1/2,400W,25,"1""",N/A,60,36,118,Booster,https://www.hungpump.com/lsj,20,27
1082,LSJ-05D,50,1,1/2,400W,25,"1""",3,60,36,118,Booster,https://www.hungpump.com/lsj,20,27
1083,LSJ-05E,50,1,1/2,400W,25,"1""",N/A,60,36,118,Booster,https://www.hungpump.com/lsj,20,27
1084,LSJ-05E,50,3,1/2,400W,25,"1""",N/A,60,36,118,Booster,https://www.hungpump.com/lsj,20,27
1085,LSJ-10,50,1,1,750W,25,"1""",N/A,75,42,138,Booster,https://www.hungpump.com/lsj,30,28
1086,LSJ-10,50,3,1,750W,25,"1""",N/A,75,42,138,Booster,https://www.hungpump.com/lsj,30,28
1087,LSJ-10,50,1,1,750W,25,"1""",3,75,42,138,Booster,https://www.hungpump.com/lsj,30,28
1088,LSJ-10E,50,1,1,750W,25,"1""",N/A,75,42,138,Booster,https://www.hungpump.com/lsj,30,28
1089,LSJ-10ET,50,3,1,750W,25,"1""",N/A,75,42,138,Booster,https://www.hungpump.com/lsj,30,28
1090,MT-105,50,1,3,2.2kW,50,"2""",2,320,50,164,Booster,https://www.hungpump.com/mt,30,240
1091,MT-105T,50,3,3,2.2kW,50,"2""",2,320,50,164,Booster,https://www.hungpump.com/mt,30,240
1092,MT-43,50,1,1,750W,25,"1""",2,130,37,121,Booster,https://www.hungpump.com/mt,20,68
1093,MT-43T,50,3,1,750W,25,"1""",2,130,37,121,Booster,https://www.hungpump.com/mt,20,68
1094,MT-44,50,1,1.5,1.1kW,25,"1""",2,130,50,164,Booster,https://www.hungpump.com/mt,30,65
1095,MT-44T,50,3,1.5,1.1kW,25,"1""",2,130,50,164,Booster,https://www.hungpump.com/mt,30,65
1096,MT-45,50,1,2,1.5kW,25,"1""",2,130,60,197,Booster,https://www.hungpump.com/mt,40,68
1097,MT-45T,50,3,2,1.5kW,25,"1""",2,130,60,197,Booster,https://www.hungpump.com/mt,40,68
1098,MT-46,50,1,2,1.5kW,25,"1""",2,130,75,246,Booster,https://www.hungpump.com/mt,50,65
1099,MT-46T,50,3,2,1.5kW,25,"1""",2,130,75,246,Booster,https://www.hungpump.com/mt,50,65
1100,MT-46T,50,3,2,1.5kW,25,"1""",2,130,75,246,Booster,https://www.hungpump.com/mt,50,87
1101,MT-83,50,1,1.5,1.1kW,32,"1-1/4""",2,320,31,102,Booster,https://www.hungpump.com/mt,20,180
1102,MT-83T,50,3,1.5,1.1kW,32,"1-1/4""",2,320,31,102,Booster,https://www.hungpump.com/mt,20,180
1103,MT-84,50,1,2,1.5kW,32,"1-1/4""",2,320,40,131,Booster,https://www.hungpump.com/mt,30,130
1104,MT-84T,50,3,2,1.5kW,32,"1-1/4""",2,320,40,131,Booster,https://www.hungpump.com/mt,30,130
1105,MT-84T,50,3,2,1.5kW,32,"1-1/4""",2,320,40,131,Booster,https://www.hungpump.com/mt,20,225
1106,MT-85,50,1,3,2.2kW,32,"1-1/4""",2,320,47,154,Booster,https://www.hungpump.com/mt,30,180
1107,MT-85T,50,3,3,2.2kW,32,"1-1/4""",2,320,47,154,Booster,https://www.hungpump.com/mt,30,180
1108,MT-85T,50,3,3,2.2kW,32,"1-1/4""",3,320,47,154,Booster,https://www.hungpump.com/mt,30,180
1109,MTS-162,50,1,2,1.5kW,50,"2""",N/A,540,28,92,,https://www.hungpump.com/mts,10,480
1110,MTS-162T,50,3,2,1.5kW,50,"2""",N/A,540,28,92,,https://www.hungpump.com/mts,10,480
1111,MTS-163T,50,3,3,2.2kW,50,"2""",N/A,540,40,131,,https://www.hungpump.com/mts,20,460
1112,MTS-163T,50,3,3,2.2kW,50,"2""",3,540,40,131,,https://www.hungpump.com/mts,30,330
1113,MTS-163T,50,3,3,2.2kW,50,"2""",3,540,40,131,,https://www.hungpump.com/mts,30,330
1114,MTS-163,50,1,3,2.2kW,50,"2""",N/A,540,40,131,,https://www.hungpump.com/mts,30,330
1115,MTS-164T,50,3,5,3.7kW,50,"2""",N/A,540,55,180,,https://www.hungpump.com/mts,30,455
1116,MTS-164T,50,3,5,3.7kW,50,"2""",3,540,55,180,,https://www.hungpump.com/mts,30,455
1117,MTS-164T,50,3,5,3.7kW,50,"2""",3,540,55,180,,https://www.hungpump.com/mts,30,455
1118,MTS-32,50,1,1/3,250W,25,"1""",N/A,85,20,66,,https://www.hungpump.com/mts,10,70
1119,MTS-32T,50,3,1/3,250W,25,"1""",N/A,85,20,66,,https://www.hungpump.com/mts,10,70
1120,MTS-33,50,1,1/2,400W,25,"1""",N/A,85,27,89,,https://www.hungpump.com/mts,15,65
1121,MTS-33T,50,3,1/2,400W,25,"1""",N/A,85,27,89,,https://www.hungpump.com/mts,15,65
1122,MTS-34,50,1,3/4,550W,25,"1""",N/A,85,36,118,,https://www.hungpump.com/mts,20,65
1123,MTS-34T,50,3,3/4,550W,25,"1""",N/A,85,36,118,,https://www.hungpump.com/mts,20,65
1124,MTS-35,50,1,1,750W,25,"1""",N/A,85,44,144,,https://www.hungpump.com/mts,30,55
1125,MTS-35T,50,3,1,750W,25,"1""",N/A,85,44,144,,https://www.hungpump.com/mts,30,55
1126,MTS-36,50,1,1.5,1.1kW,25,"1""",N/A,85,53,174,,https://www.hungpump.com/mts,30,65
1127,MTS-36T,50,3,1.5,1.1kW,25,"1""",N/A,85,53,174,,https://www.hungpump.com/mts,30,65
1128,MTS-52,50,1,1/2,400W,25,"1""",N/A,140,19,62,,https://www.hungpump.com/mts,10,100
1129,MTS-52T,50,3,1/2,400W,25,"1""",N/A,140,19,62,,https://www.hungpump.com/mts,10,100
1130,MTS-53,50,1,3/4,550W,25,"1""",N/A,140,29,95,,https://www.hungpump.com/mts,15,100
1131,MTS-53T,50,3,3/4,550W,25,"1""",N/A,140,29,95,,https://www.hungpump.com/mts,15,100
1132,MTS-54,50,1,1,750W,25,"1""",N/A,140,38,125,,https://www.hungpump.com/mts,20,105
1133,MTS-54,50,3,1,750W,25,"1""",N/A,140,38,125,,https://www.hungpump.com/mts,20,105
1134,MTS-54T,50,3,1,750W,25,"1""",N/A,140,38,125,,https://www.hungpump.com/mts,20,105
1135,MTS-55,50,1,1.5,1.1kW,25,"1""",N/A,140,47,154,,https://www.hungpump.com/mts,30,95
1136,MTS-55T,50,3,1.5,1.1kW,25,"1""",N/A,140,47,154,,https://www.hungpump.com/mts,30,95
1137,MTS-56,50,1,2,1.5kW,25,"1""",N/A,140,56,184,,https://www.hungpump.com/mts,40,92
1138,MTS-56T,50,3,2,1.5kW,25,"1""",N/A,140,56,184,,https://www.hungpump.com/mts,40,92
1139,MTS-83,50,1,1.5,1.1kW,40,"1-1/2""",N/A,310,33,108,,https://www.hungpump.com/mts,20,200
1140,MTS-83T,50,3,1.5,1.1kW,40,"1-1/2""",N/A,310,33,108,,https://www.hungpump.com/mts,20,200
1141,MTS-84,50,1,2,1.5kW,40,"1-1/2""",N/A,310,44,144,,https://www.hungpump.com/mts,30,185
1142,MTS-84T,50,3,2,1.5kW,40,"1-1/2""",N/A,310,44,144,,https://www.hungpump.com/mts,30,185
1143,MTS-85,50,1,3,2.2kW,40,"1-1/2""",N/A,310,55,180,,https://www.hungpump.com/mts,40,185
1144,MTS-85T,50,3,3,2.2kW,40,"1-1/2""",N/A,310,55,180,,https://www.hungpump.com/mts,40,185
1145,MTS-86T,50,3,5,3.7kW,40,"1-1/2""",N/A,310,66,216,,https://www.hungpump.com/mts,50,160
1146,MTV-127T,50,3,5,3.7kW,32,"1-1/4""",3,330,95,312,,https://www.hungpump.com/mtv,60,200
1147,MTV-48T,50,3,3,2.2kW,25,"1""",3,120,105,344,,https://www.hungpump.com/mtv,72,67
1148,MTVS-608T,50,3,4,3kW,32,"1-1/4""",3,180,118,387,,https://www.hungpump.com/mtvs,80,95
1149,PC-500E,50,1,1.5,1.1kW,25,"1""",N/A,30,90,295,,https://www.hungpump.com/pc,50,11
1150,SC-30,50,3,3,2.2kW,,,,,,-,,https://www.hungpump.com/sc,,
1151,SC-50,50,3,5,3.7kW,,,,,,-,,https://www.hungpump.com/sc,,
1152,SC-75,50,3,7.5,5.5kW,,,,,,-,,https://www.hungpump.com/sc,,
1153,SMC-05,50,1,1/2,0.37kW,,,,,,-,,https://www.hungpump.com/smc,,
1154,SMC-10,50,1,1,0.75kW,,,,,,-,,https://www.hungpump.com/smc,,
1155,SMC-20,50,1,2,1.5,,,,,,-,,https://www.hungpump.com/smc,,
1156,SMP-10,50,1,1,750W,40,"1-1/2""",N/A,310,14,46,Clean Water,https://www.hungpump.com/smp,9,175
1157,SMP-10,50,3,1,750W,40,"1-1/2""",N/A,310,14,46,Clean Water,https://www.hungpump.com/smp,9,175
1158,SMP-20,50,1,2,1.5kW,50,"2""",N/A,460,16,52,Clean Water,https://www.hungpump.com/smp,9,350
1159,SMP-20,50,3,2,1.5kW,50,"2""",N/A,460,16,52,Clean Water,https://www.hungpump.com/smp,9,350
1160,SMP-30,50,1,3,2.2kW,50,"2""",N/A,520,20,66,Clean Water,https://www.hungpump.com/smp,12,395
1161,SMP-30,50,3,3,2.2kW,50,"2""",N/A,520,20,66,Clean Water,https://www.hungpump.com/smp,12,395
1162,SMP-30,50,3,3,2.2kW,50,"2""",2,520,20,66,Clean Water,https://www.hungpump.com/smp,12,395
1163,SPA-07,50,1,3/4,550W,40,"1-1/2""",2,270,10,33,,https://www.hungpump.com/spa,6,165
1164,SPA-10,50,1,1,750W,40,"1-1/2""",N/A,320,13.5,44,,https://www.hungpump.com/spa,8,190
1165,SPA-150B,50,1,1,750W,40,"1-1/2""",N/A,350,15.5,51,,https://www.hungpump.com/spa,10,145
1166,SPA-20,50,1,2,1.5kW,50,"2""",2,620,14,46,,https://www.hungpump.com/spa,8,350
1167,SPA-20,50,3,2,1.5kW,50,"2""",2,620,14,46,,https://www.hungpump.com/spa,8,350
1168,SPA-30,50,1,3,2.2kW,50,"2""",2,730,18,59,,https://www.hungpump.com/spa,10,515
1169,SPA-30,50,3,3,2.2kW,50,"2""",2,730,18,59,,https://www.hungpump.com/spa,10,515
1170,SPA-30T,50,3,3,2.2kW,50,"2""",,730,18,59,,https://www.hungpump.com/spa,10,515
1171,SW-120,50,1,1-1/4,1kW,25,"1""",3,140,28,92,,https://www.hungpump.com/sw,15,125
