DB ID,Model No.,Frequency_Hz,Phase,HP,Power(KW),Outlet (mm),Outlet (inch),Pass Solid Dia(mm),Max Flow (LPM),Max Head (M),Max Head (ft),Category,Product Link,Head Rated/M,Q Rated/LPM
227,GDH-20,50,1,2,1.5kW,32,"1-1/4""",N/A,175,30,98,Grinder,https://www.hungpump.com/gdh,20,135
228,GDH-20,50,3,2,1.5kW,32,"1-1/4""",N/A,175,30,98,Grinder,https://www.hungpump.com/gdh,20,135
229,GDH-20-3,50,3,2,1.5kW,32,"1-1/4""",N/A,175,30,98,Grinder,https://www.hungpump.com/gdh,4,135
230,GDH-20C,50,1,2,1.5kW,50,"2""",N/A,400,7,23,Grinder,https://www.hungpump.com/gdh,14,300
231,GP-411,50,1,15,11kW,100,"4""",30,3200,19,62,Construction,https://www.hungpump.com/gp,50,1800
232,GS-15,50,1,1.5,1.1kW,32,"1-1/4""",N/A,50,85,280,Grinder,https://www.hungpump.com/gs,50,20
233,GS-15A,50,1,1.5,1.1kW,32,"1-1/4""",N/A,50,85,280,Grinder,https://www.hungpump.com/gs,50,20
234,GS-15,50,3,1.5,1.1kW,32,"1-1/4""",N/A,50,85,280,Grinder,https://www.hungpump.com/gs,50,20
235,GS-15TA,50,3,1.5,1.1kW,32,"1-1/4""",N/A,50,85,280,Grinder,https://www.hungpump.com/gs,6,20
236,HD-10,50,1,1,750W,80,"3""",10,600,9.5,31,,https://www.hungpump.com/hd,6,320
237,HD-10,50,3,1,750W,80,"3""",10,600,9.5,31,,https://www.hungpump.com/hd,6,320
238,HD-15,50,1,1.5,1.1kW,80,"3""",10,820,10,33,,https://www.hungpump.com/hd,6,440
239,HD-15,50,3,1.5,1.1kW,80,"3""",10,820,10,33,,https://www.hungpump.com/hd,6,440
240,HD-20,50,1,2,1.5kW,80,"3""",10,1050,11.5,38,,https://www.hungpump.com/hd,6,790
241,HD-20,50,3,2,1.5kW,80,"3""",10,1050,11.5,38,,https://www.hungpump.com/hd,4.5,790
242,HF-10,50,1,1.5,1.1kW,80,"3""",19,850,8,26,Sewage and Wastewater,https://www.hungpump.com/hf,4.5,550
243,HF-10,50,3,1.5,1.1kW,80,"3""",19,850,8,26,Sewage and Wastewater,https://www.hungpump.com/hf,7.5,550
244,HF-20,50,1,2,1.5kW,80,"3""",19,1200,12,39,Sewage and Wastewater,https://www.hungpump.com/hf,7.5,610
245,HF-20,50,3,2,1.5kW,80,"3""",19,1200,12,39,Sewage and Wastewater,https://www.hungpump.com/hf,12,610
246,JA-20,50,1,2,1.5kW,80,"3""",35,620,18,59,Dirty Water,https://www.hungpump.com/ja,12,410
247,JA-20,50,3,2,1.5kW,80,"3""",35,620,18,59,Dirty Water,https://www.hungpump.com/ja,12,410
248,JA-20,50,3,2,1.5kW,80,"3""",35,620,18,59,Dirty Water,https://www.hungpump.com/ja,10,410
249,JA-30,50,1,3,2.2kW,80,"3""",35,780,18,59,Dirty Water,https://www.hungpump.com/ja,10,610
250,JA-30,50,3,3,2.2kW,80,"3""",35,780,18,59,Dirty Water,https://www.hungpump.com/ja,10,610
251,JA-30,50,3,3,2.2kW,80,"3""",35,780,18,59,Dirty Water,https://www.hungpump.com/ja,15,610
252,JA-50,50,3,5,3.7kW,100,"4""",45,1100,22,72,Dirty Water,https://www.hungpump.com/ja,15,590
253,JA-50,50,3,5,3.7kW,100,"4""",45,1100,22,72,Dirty Water,https://www.hungpump.com/ja,6,590
254,JK-05,50,1,1/2,400W,50,"2""",30,320,9,30,Dirty Water,https://www.hungpump.com/jk,6,190
255,JK-05,50,3,1/2,400W,50,2',30,320,9,30,Dirty Water,https://www.hungpump.com/jk,6,190
256,JK-10,50,1,1,750W,50,"2""",30,400,12,39,Dirty Water,https://www.hungpump.com/jk,6,270
257,JK-10,50,3,1,750W,50,"2""",30,400,11,39,Dirty Water,https://www.hungpump.com/jk,6,270
258,JK-10T,50,3,1,750W,50,"2""",30,400,11,39,Dirty Water,https://www.hungpump.com/jk,12,270
259,JK-20,50,1,2,1.5kW,80,"3""",35,620,18,59,Dirty Water,https://www.hungpump.com/jk,12,410
260,JK-20,50,3,2,1.5kW,80,"3""",35,620,18,59,Dirty Water,https://www.hungpump.com/jk,12,410
261,JK-20T,50,3,2,1.5kW,80,"3""",35,620,18,59,Dirty Water,https://www.hungpump.com/jk,10,410
262,JK-30,50,1,3,2.2kW,80,"3""",35,780,18,59,Dirty Water,https://www.hungpump.com/jk,10,610
263,JK-30,50,3,3,2.2kW,80,"3""",35,780,18,59,Dirty Water,https://www.hungpump.com/jk,10,610
264,JK-30T,50,3,3,2.2kW,80,"3""",35,780,18,59,Dirty Water,https://www.hungpump.com/jk,10,610
265,JK-30,50,3,3,2.2kW,80,"3""",35,780,18,59,Dirty Water,https://www.hungpump.com/jk,10,610
266,JK-30,50,3,3,2.2kW,80,"3""",35,780,18,59,Dirty Water,https://www.hungpump.com/jk,15,610
267,JK-50,50,3,5,3.7kW,100,"4""",45,1100,22,72,Dirty Water,https://www.hungpump.com/jk,15,590
268,JK-50T,50,3,5,3.7kW,100,"4""",45,1100,22,72,Dirty Water,https://www.hungpump.com/jk,15,590
269,JK-50,50,3,5,3.7kW,100,"4""",45,1100,22,72,Dirty Water,https://www.hungpump.com/jk,15,590
270,JK-50,50,3,5,3.7kW,100,"4""",45,1100,22,72,Dirty Water,https://www.hungpump.com/jk,15,590
271,JK-75,50,3,7.5,5.5kW,100,"4""",50,1200,24,79,Dirty Water,https://www.hungpump.com/jk,10,770
272,JKCH-20,50,1,1/2,400W,32,"1-1/4""",1.2,100,20,66,,https://www.hungpump.com/jkch,20,65
273,JKCH-30,50,1,3/4,550W,32,"1-1/4""",1.2,100,30,98,,https://www.hungpump.com/jkch,20,50
274,JKCH-40,50,1,1.1,800W,32,"1-1/4""",1.2,100,40,131,,https://www.hungpump.com/jkch,30,65
275,JKCH-50,50,1,1.5,1.1kW,32,"1-1/4""",1.2,100,50,164,,https://www.hungpump.com/jkch,40,53
276,JKCH-60,50,1,1.8,1.35kW,32,"1-1/4""",1.2,100,60,197,,https://www.hungpump.com/jkch,40,45
277,JKCH-60A,50,1,1.8,1.35kW,32,"1-1/4""",1.2,100,60,197,,https://www.hungpump.com/jkch,8,45
278,KA-2.4,50,1,1/2,400W,50,"2""",7,240,12,39,Dirty Water,https://www.hungpump.com/ka,8,125
279,KA-2.4A,50,1,1/2,400W,50,"2""",7,240,12,39,Dirty Water,https://www.hungpump.com/ka,8,125
280,KA-2.4D,50,1,1/2,400W,50,"2""",7,255,12,39,Dirty Water,https://www.hungpump.com/ka,8,155
281,KA-2.4DA,50,1,1/2,400W,50,"2""",7,255,12,39,Dirty Water,https://www.hungpump.com/ka,8,155
282,KA-2.4R,50,1,1/2,400W,50,"2""",2.8,150,12.5,39,Dirty Water,https://www.hungpump.com/ka,12,100
283,KA-2.75D,50,1,1,750W,50,"2""",7,240,19,62,Dirty Water,https://www.hungpump.com/ka,12,140
284,KA-2.75D,50,1,1,750W,50,"2""",7,240,19,62,Dirty Water,https://www.hungpump.com/ka,12,140
285,KA-2.75DA,50,1,1,750W,50,"2""",7,240,19,62,Dirty Water,https://www.hungpump.com/ka,12,140
286,KA-3.75D,50,1,1,750W,80,"3""",7,270,19,62,Dirty Water,https://www.hungpump.com/ka,12,190
287,KA-3.75DA,50,1,1,750W,80,"3""",7,270,19,62,Dirty Water,https://www.hungpump.com/ka,20,190
288,KHL-100,50,3,10,7.5kW,100,"4""",15,1700,35,115,Dirty Water,https://www.hungpump.com/khl,15,1300
289,KHL-20,50,1,2,1.5kW,50,"2""",12,415,25,82,Dirty Water,https://www.hungpump.com/khl,15,370
290,KHL-20,50,3,2,1.5kW,50,"2""",12,415,25,82,Dirty Water,https://www.hungpump.com/khl,15,370
291,KHL-20T,50,3,2,1.5kW,50,"2""",12,415,25,82,Dirty Water,https://www.hungpump.com/khl,15,370
292,KHL-30,50,3,3,2.2kW,50,"2""",12,620,28,92,Dirty Water,https://www.hungpump.com/khl,15,490
293,KHL-30T,50,3,3,2.2kW,50,"2""",12,620,28,92,Dirty Water,https://www.hungpump.com/khl,20,490
294,KHL-50,50,3,5,3.7kW,50,"2""",15,770,32,105,Dirty Water,https://www.hungpump.com/khl,20,620
295,KHL-50T,50,3,5,3.7kW,80,"3""",15,770,32,105,Dirty Water,https://www.hungpump.com/khl,20,620
296,KHL-75,50,3,7.5,5.5kW,80,"3""",15,1450,33,108,Dirty Water,https://www.hungpump.com/khl,20,1100
297,KS-05,50,1,1/2,400W,50,"2""",5,260,10,33,Dirty Water,https://www.hungpump.com/ks,6,140
298,KS-10,50,1,1,750W,50,"2""",6,420,14,46,Dirty Water,https://www.hungpump.com/ks,9,190
299,KS-10,50,3,1,750W,50,"2""",6,420,14,46,Dirty Water,https://www.hungpump.com/ks,9,190
300,KS-100G,50,3,10,7.5kW,100,"4""",11,2400,28,92,Dirty Water,https://www.hungpump.com/ks,15,1400
301,KS-20,50,1,2,1.5kW,80,"3""",9,700,17,56,Dirty Water,https://www.hungpump.com/ks,9,520
302,KS-20,50,3,2,1.5kW,80,"3""",9,700,17,56,Dirty Water,https://www.hungpump.com/ks,9,520
303,KS-20,50,3,2,1.5kW,80,"3""",12,960,15.5,51,Dirty Water,https://www.hungpump.com/ks,9,620
304,KS-30,50,3,3,2.2kW,80,"3""",11,900,18,59,Dirty Water,https://www.hungpump.com/ks,10,530
305,KS-30GT,50,3,3,2.2kW,80,"3""",11,900,18,59,Dirty Water,https://www.hungpump.com/ks,10,530
306,KS-30,50,3,3,2.2kW,80,"3""",11,900,18,59,Dirty Water,https://www.hungpump.com/ks,10,530
307,KS-30,50,3,3,2.2kW,80,"3""",11,900,18,59,Dirty Water,https://www.hungpump.com/ks,10,530
308,KS-30,50,3,3,2.2kW,80,"3""",12,1200,20,66,Dirty Water,https://www.hungpump.com/ks,12,800
309,KS-50,50,3,5,3.7kW,80,"3""",12,1400,26,85,Dirty Water,https://www.hungpump.com/ks,15,1020
310,KS-50G,50,3,5,3.7kW,100,"4""",11,1200,22,72,Dirty Water,https://www.hungpump.com/ks,15,630
311,KS-50G,50,3,5,3.7kW,100,"4""",11,1200,22,72,Dirty Water,https://www.hungpump.com/ks,15,630
312,KS-50G,50,3,5,3.7kW,100,"4""",11,1200,22,72,Dirty Water,https://www.hungpump.com/ks,15,630
313,KS-75G,50,3,7.5,5.5kW,100,"4""",11,1900,24,79,Dirty Water,https://www.hungpump.com/ks,15,880
314,KSH-05,50,1,1/2,0.4kW,40,"1-1/2""",2,130,18,59,,https://www.hungpump.com/ksh,6,85
315,KSH-10,50,1,1,750W,40,"1-1/2""",2.5,200,21,69,,https://www.hungpump.com/ksh,9,120
316,KSL-10,50,3,1,750W,80,"3""",9,560,13,43,Dirty Water,https://www.hungpump.com/ksl,15,325
317,KSP-10,50,1,1,750W,50,"2""",6,420,14,46,,https://www.hungpump.com/ksp,9,190
318,KSP-10,50,3,1,750W,50,"2""",6,420,14,46,,https://www.hungpump.com/ksp,9,190
319,KSP-100,50,3,10,7.5kW,150,"6""",11,2400,28,92,,https://www.hungpump.com/ksp,15,1400
320,KSP-20,50,1,2,1.5kW,80,"3""",9,700,17,56,,https://www.hungpump.com/ksp,9,520
321,KSP-20,50,3,2,1.5kW,80,"3""",9,700,17,56,,https://www.hungpump.com/ksp,9,520
322,KSP-30,50,3,3,2.2kW,80,"3""",11,900,18,59,,https://www.hungpump.com/ksp,10,530
323,KSP-50,50,3,5,3.7kW,100,"4""",11,1200,22,72,,https://www.hungpump.com/ksp,15,630
324,KSP-75,50,3,7.5,5.5kW,100,"4""",11,1900,24,79,,https://www.hungpump.com/ksp,15,880
325,KSV-150,50,1,1/5,150W,40,"1-1/2""",5,200,6,20,,https://www.hungpump.com/ksv,3,150
326,KSV-1500,50,1,2,1.5kW,80,"3""",20,800,17,56,,https://www.hungpump.com/ksv,9,550
327,KSV-1500,50,3,2,1.5kW,80,"3""",20,800,17,56,,https://www.hungpump.com/ksv,9,550
328,KSV-250,50,1,1/3,250W,40,"1-1/2""",5,240,7,23,,https://www.hungpump.com/ksv,4.5,130
329,KSV-400,50,1,1/2,400W,50,"2""",10,300,9,30,,https://www.hungpump.com/ksv,6,155
330,KSV-550,50,1,3/4,550W,50,"2""",15,330,10,33,,https://www.hungpump.com/ksv,6,190
331,KSV-750,50,1,1,750W,80,"3""",15,430,11,36,,https://www.hungpump.com/ksv,6,315
332,KSV-750,50,3,3,750W,80,"3""",15,430,11,36,,https://www.hungpump.com/ksv,6,315
333,KT-215,50,1,2,1.5kW,50,"2""",N/A,505,22,72,Construction,https://www.hungpump.com/kt,15,325
334,KT-215,50,3,2,1.5kW,50,"2""",N/A,505,22,72,Construction,https://www.hungpump.com/kt,15,325
335,KT-222,50,3,3,2.2kW,50,"2""",N/A,670,26,85,Construction,https://www.hungpump.com/kt,15,530
336,KT-237,50,3,5,3.7kW,50,"2""",N/A,550,37,121,Construction,https://www.hungpump.com/kt,20,500
337,KT-315,50,1,2,1.5kW,80,"3""",N/A,550,15,49,Construction,https://www.hungpump.com/kt,10,350
338,KT-315,50,3,2,1.5kW,80,"3""",N/A,550,15,49,Construction,https://www.hungpump.com/kt,10,350
339,KT-322,50,3,3,2.2kW,80,"3""",N/A,800,22,72,Construction,https://www.hungpump.com/kt,15,430
340,KT-337,50,3,5,3.7kW,80,"3""",N/A,760,32,105,Construction,https://www.hungpump.com/kt,20,600
341,KT-355,50,3,7.5,5.5kW,80,"3""",N/A,1360,36,118,Construction,https://www.hungpump.com/kt,25,910
342,KT-4110,50,3,15,11kW,100,"4""",N/A,1450,45,148,Construction,https://www.hungpump.com/kt,30,1140
343,KT-4150,50,3,20,15kW,100,"4""",N/A,1930,52,171,Construction,https://www.hungpump.com/kt,30,1780
344,KT-437,50,3,5,3.7kW,100,"4""",N/A,1430,19,62,Construction,https://www.hungpump.com/kt,10,1100
345,KT-455,50,3,7.5,5.5kW,100,"4""",N/A,1940,22,72,Construction,https://www.hungpump.com/kt,10,1650
346,KT-475,50,3,10,7.5kW,100,"4""",N/A,1550,39,128,Construction,https://www.hungpump.com/kt,20,1370
347,KT-6110,50,3,15,11kW,150,"6""",N/A,2480,34,112,Construction,https://www.hungpump.com/kt,20,2000
348,KT-6150,50,3,20,15kW,150,"6""",N/A,2950,45,148,Construction,https://www.hungpump.com/kt,30,2250
349,KT-675,50,3,10,7.5kW,150,"6""",N/A,2050,28,92,Construction,https://www.hungpump.com/kt,20,1760
350,MAS-150,50,1,1/5,150W,40,"1-1/2""",19,240,6.5,21,Clean Water,https://www.hungpump.com/mas,4,130
351,MAS-250,50,1,1/3,250W,40,"1-1/2""",19,270,7.5,25,Clean Water,https://www.hungpump.com/mas,4,210
352,MAS-250HJ,50,1,1/3,250W,50,"2""",19,320,11,36,Clean Water,https://www.hungpump.com/mas,7,160
353,MAS-400,50,1,1/2,400W,50,"2""",19,320,9,30,Clean Water,https://www.hungpump.com/mas,6,200
354,MAS-750,50,1,1,750W,50,"2""",19,370,12,39,Clean Water,https://www.hungpump.com/mas,6,285
355,MAS-750A,50,1,1,750W,50,"2""",19,370,12,39,Clean Water,https://www.hungpump.com/mas,6,285
356,MAV-400,50,1,1/2,400W,50,"2""",20,320,9,30,,https://www.hungpump.com/mav,6,200
357,MH-150,50,1,1/5,150W,50,"2""",6,240,6.5,21,Clean Water,https://www.hungpump.com/mh,4,160
358,MH-150FR,50,1,1/5,150W,50,"2""",6,240,6.5,21,Clean Water,https://www.hungpump.com/mh,4,160
359,MH-250,50,1,1/3,250W,50,"2""",6,280,7,23,Clean Water,https://www.hungpump.com/mh,4,190
360,MH-250-FR,50,1,1/3,250W,50,"2""",6,280,7,23,Clean Water,https://www.hungpump.com/mh,4,190
361,MH-400,50,1,1/2,400W,50,"2""",6,320,8.5,28,Clean Water,https://www.hungpump.com/mh,6,185
362,MH-400-FR,50,1,1/2,400W,50,"2""",6,320,8.5,28,Clean Water,https://www.hungpump.com/mh,6,185
363,MH-750,50,1,1,750W,50,"2""",6,380,10,33,Clean Water,https://www.hungpump.com/mh,6,270
364,MH-750-FR,50,1,1,750W,50,"2""",6,380,10,33,Clean Water,https://www.hungpump.com/mh,6,270
365,MH-752,50,1,1,750W,50,"2""",6,380,10,33,Clean Water,https://www.hungpump.com/mh,6,270
366,MVH-10,50,1,3/4,550W,25,"1""",3,100,32,105,High Pressure,https://www.hungpump.com/mvh,20,65
367,MVH-10A,50,1,3/4,550W,25,"1""",3,100,32,105,High Pressure,https://www.hungpump.com/mvh,20,65
368,MVH-10E,50,1,3/4,550W,25,"1""",3,95,30,98,High Pressure,https://www.hungpump.com/mvh,20,60
369,PA-18H,50,1,30,30,200,"8""",35,6000,26,85,,https://www.hungpump.com/pa,15,5000
370,RAS-250,50,1,1/3,250W,50,"2""",12,210,7.5,25,,https://www.hungpump.com/ras,4,140
371,RS-25E,50,1,1/6,100W,25,"1""",3,70,6,20,,https://www.hungpump.com/rs,4,36
372,RS-25EA,50,1,1/6,100W,25,"1""",3,70,6,20,,https://www.hungpump.com/rs,4,36
373,RS-25S,50,1,1/6,100W,25,"1""",3,70,6,20,,https://www.hungpump.com/rs,4,36
374,RS-32,50,1,1/4,200W,32,"1-1/4""",3,130,7,23,,https://www.hungpump.com/rs,4,78
375,RS-32E,50,1,1/4,200W,32,"1-1/4""",3,130,7,23,,https://www.hungpump.com/rs,4,78
376,RS-32EA,50,1,1/4,200W,32,"1-1/4""",3,130,7,23,,https://www.hungpump.com/rs,4,78
377,RS-32S,50,1,1/4,200W,32,"1-1/4""",3,130,7,23,,https://www.hungpump.com/rs,4,78
378,RV-32,50,1,1/4,200W,32,"1-1/4""",18,130,6.5,21,,https://www.hungpump.com/rv,4.5,55
379,RV-40,50,1,1/3,250W,32,"1-1/4""",18,160,8,26,,https://www.hungpump.com/rv,4.5,120
380,SB-05,50,1,1/2,400W,50,"2""",30,320,9,30,Sewage and Wastewater,https://www.hungpump.com/sb,6,180
381,SB-05,50,3,1/2,400W,50,"2""",30,320,9,30,Sewage and Wastewater,https://www.hungpump.com/sb,6,180
382,SB-10,50,1,1,750W,50,"2""",30,400,12,39,Sewage and Wastewater,https://www.hungpump.com/sb,6,270
383,SB-10,50,3,1,750W,50,"2""",30,400,12,39,Sewage and Wastewater,https://www.hungpump.com/sb,6,270
384,SB-10A,50,1,1,750W,50,"2""",30,410,11,36,Sewage and Wastewater,https://www.hungpump.com/sb,6,250
385,SB-20,50,1,2,1.5kW,80,"3""",35,630,16,52,Sewage and Wastewater,https://www.hungpump.com/sb,9,380
386,SB-20,50,3,2,1.5kW,80,"3""",35,630,16,52,Sewage and Wastewater,https://www.hungpump.com/sb,9,380
387,SB-20T,50,3,2,1.5kW,80,"3""",35,630,16,52,Sewage and Wastewater,https://www.hungpump.com/sb,9,380
388,SB-30,50,3,3,2.2kW,80,"3""",35,780,18,59,Sewage and Wastewater,https://www.hungpump.com/sb,10,610
389,SB-30,50,3,3,2.2kW,80,"3""",35,780,18,59,Sewage and Wastewater,https://www.hungpump.com/sb,10,610
390,SB-30T,50,3,3,2.2kW,80,"3""",35,780,18,59,Sewage and Wastewater,https://www.hungpump.com/sb,10,610
391,SB-50,50,3,5,3.7kW,100,"4""",45,1100,22,72,Sewage and Wastewater,https://www.hungpump.com/sb,10,800
392,SB-50T,50,3,5,3.7kW,100,"4""",45,1100,22,72,Sewage and Wastewater,https://www.hungpump.com/sb,10,800
393,SB-75,50,3,7.5,5.5kW,100,"4""",50,1200,24,79,Sewage and Wastewater,https://www.hungpump.com/sb,12,770
394,SB-75T,50,3,7.5,5.5kW,100,"4""",50,1200,24,79,Sewage and Wastewater,https://www.hungpump.com/sb,12,770
395,SD-250,50,1,1/3,250W,50,"2""",7,220,9,30,,https://www.hungpump.com/sd,6,130
396,SD-400,50,1,1/2,400W,50,"2""",7,240,11,36,,https://www.hungpump.com/sd,6,180
397,SD-750,50,1,1,750W,50,"2""",7,300,15,49,,https://www.hungpump.com/sd,9,185
398,SD-750,50,3,1,750W,50,"2""",7,300,15,49,,https://www.hungpump.com/sd,9,185
399,SDP-250,50,1,1/3,250W,50,"2""",7,200,9,30,Clean Water,https://www.hungpump.com/sdp,6,135
400,SDP-400,50,1,1/2,400W,50,"2""",7,220,12,39,Clean Water,https://www.hungpump.com/sdp,6,180
401,SDP-400A,50,1,1/2,400W,50,"2""",7,220,12,39,Clean Water,https://www.hungpump.com/sdp,6,180
402,SDP-750,50,1,1,750W,50,"2""",7,280,15,49,Clean Water,https://www.hungpump.com/sdp,9,200
403,SDP-750,50,3,1,750W,50,"2""",7,280,15,49,Clean Water,https://www.hungpump.com/sdp,9,200
404,SG-400,50,1,1/2,400W,50,"2""",35,360,8,26,,https://www.hungpump.com/sg,4,250
405,SG-402,50,1,1/2,400W,50,"2""",35,360,8,26,,https://www.hungpump.com/sg,4,250
406,SG-402A,50,1,1/2,400W,50,"2""",35,360,8,26,,https://www.hungpump.com/sg,4,250
407,SG-750,50,1,1,750W,50,"2""",35,430,11,36,,https://www.hungpump.com/sg,6,300
408,SG-750A,50,1,1,750W,50,"2""",35,430,11,36,,https://www.hungpump.com/sg,6,300
409,SG-750T,50,3,1,750W,50,"2""",35,430,11,36,,https://www.hungpump.com/sg,6,300
410,SH-400,50,1,1/2,400W,40,"1-1/2""",20,250,6,20,,https://www.hungpump.com/sh,4,100
411,SM-100,50,1,1/6,100W,25,"1""",3,70,6,20,,https://www.hungpump.com/sm,3,55
412,SM-200,50,1,1/4,200W,32,"1-1/4""",3,140,7,23,,https://www.hungpump.com/sm,4.5,65
413,SM-300,50,1,1/3,300W,40,"1-1/2""",3,180,8,26,,https://www.hungpump.com/sm,4.5,125
414,SM-400,50,1,1/2,400W,50,"2""",3,220,10,33,,https://www.hungpump.com/sm,6,120
415,SR-400,50,1,1/2,400W,25,"1""",7,170,11,36,,https://www.hungpump.com/sr,6,130
416,SR-400,50,1,1/2,400W,50,"2""",7,200,10,33,,https://www.hungpump.com/sr,6,135
417,SS-250,50,1,1/3,250W,50,"2""",7,220,9,30,Clean Water,https://www.hungpump.com/ss,6,130
418,SS-400,50,1,1/2,400W,50,"2""",7,240,11,36,Clean Water,https://www.hungpump.com/ss,6,180
419,SS-750,50,1,1,750W,50,"2""",7,300,15,49,Clean Water,https://www.hungpump.com/ss,9,185
420,SS-750,50,3,1,750W,50,"2""",7,300,15,49,Clean Water,https://www.hungpump.com/ss,9,185
421,SSB-05,50,1,1/2,400W,50,"2""",30,320,9,30,,https://www.hungpump.com/ssb,6,180
422,SV-150,50,1,1/5,150W,40,"1-1/2""",27,170,6,20,Dirty Water,https://www.hungpump.com/sv,3,140
423,SV-1500,50,1,2,1.5kW,80,"3""",40,700,16,52,Dirty Water,https://www.hungpump.com/sv,9,450
424,SV-1500A,50,1,2,1.5kW,80,"3""",40,700,16,52,Dirty Water,https://www.hungpump.com/sv,9,450
425,SV-1500,50,3,2,1.5kW,80,"3""",40,700,16,52,Dirty Water,https://www.hungpump.com/sv,9,450
426,SV-1500T,50,3,2,1.5kW,80,"3""",40,700,16,52,Dirty Water,https://www.hungpump.com/sv,9,450
427,SV-250,50,1,1/3,250W,40,"1-1/2""",27,220,7.5,25,Dirty Water,https://www.hungpump.com/sv,4.5,150
428,SV-250A,50,1,1/3,250W,40,"1-1/2""",27,220,7.5,25,Dirty Water,https://www.hungpump.com/sv,4.5,150
429,SV-400,50,1,1/2,400W,50,"2""",35,350,8.5,28,Dirty Water,https://www.hungpump.com/sv,4.5,260
430,SV-400,50,1,1/2,400W,50,"2""",35,350,8.5,28,Dirty Water,https://www.hungpump.com/sv,4.5,260
431,SV-550,50,1,3/4,550W,50,"2""",35,370,9,30,Dirty Water,https://www.hungpump.com/sv,6,210
432,SV-750,50,1,1,750W,80,"3""",37,415,11,36,Dirty Water,https://www.hungpump.com/sv,6,310
433,SV-750,50,3,1,750W,80,"3""",37,415,11,36,Dirty Water,https://www.hungpump.com/sv,6,310
434,SV-750A,50,1,1,750W,80,"3""",37,415,11,36,Dirty Water,https://www.hungpump.com/sv,6,310
435,SV-750T,50,3,1,750W,80,"3""",37,415,11,36,Dirty Water,https://www.hungpump.com/sv,6,310
436,TAS-250,50,1,1/3,250W,40,"1-1/2""",14,270,7.5,25,Clean Water,https://www.hungpump.com/tas,4.5,210
437,TAS-250J,50,1,1/3,250W,40,"1-1/2""",14,270,7.5,25,Clean Water,https://www.hungpump.com/tas,4.5,210
438,TAS-400,50,1,1/2,400W,50,"2""",14,320,10,33,Clean Water,https://www.hungpump.com/tas,6,230
439,TAS-400J,50,1,1/2,400W,50,"2""",14,320,10,33,Clean Water,https://www.hungpump.com/tas,6,230
440,TAS-750,50,1,1,750W,50,"2""",14,340,11,36,Clean Water,https://www.hungpump.com/tas,6,250
441,TAS-750,50,3,1,750W,50,"2""",14,340,11,36,Clean Water,https://www.hungpump.com/tas,6,250
442,TAS-750,50,3,1,750W,50,"2""",14,340,11,36,Clean Water,https://www.hungpump.com/tas,6,250
443,TAS-750-1,50,1,1,750W,50,"2""",14,340,11,36,Clean Water,https://www.hungpump.com/tas,6,250
444,TAS-750-3,50,3,1,750W,50,"2""",14,340,11,36,Clean Water,https://www.hungpump.com/tas,6,250
445,TAS-750A,50,1,1,750W,50,"2""",14,340,11,36,Clean Water,https://www.hungpump.com/tas,6,250
446,TAS-750J,50,1,1,750W,50,"2""",14,340,11,36,Clean Water,https://www.hungpump.com/tas,6,250
447,TPS-200,50,1,1/4,200W,32,"1-1/4""",5,140,7,23,Clean Water,https://www.hungpump.com/tps,4,80
448,TPS-200M,50,1,1/4,200W,32,"1-1/4""",5,140,7,23,Clean Water,https://www.hungpump.com/tps,4,80
449,TPS-200A,50,1,1/4,200W,32,"1-1/4""",5,140,7,23,Clean Water,https://www.hungpump.com/tps,4,80
450,TPS-200S,50,1,1/4,200W,32,"1-1/4""",5,140,7,23,Clean Water,https://www.hungpump.com/tps,4,80
451,TPS-50,50,1,1/10,80W,20,"3/4""",5,40,4,13,Clean Water,https://www.hungpump.com/tps,2,33
452,TPS-50A,50,1,1/10,80W,20,"3/4""",5,40,4,13,Clean Water,https://www.hungpump.com/tps,2,33
453,TPS-50S,50,1,1/10,80W,20,"3/4""",5,40,4,13,Clean Water,https://www.hungpump.com/tps,2,33
454,TPV-200,50,1,1/4,200W,32,"1-1/4""",19,140,7,23,,https://www.hungpump.com/tpv,4,80
455,TPV-200V,50,1,1/4,200W,32,"1-1/4""",19,140,7,23,,https://www.hungpump.com/tpv,4,80
456,TPV-600,50,1,3/4,600W,32,"1-1/4""",32,240,6.5,21,,https://www.hungpump.com/tpv,4,145
457,TS-20,50,3,2,1.5kW,80,"3""",35,960,15.5,51,,https://www.hungpump.com/ts,9,620
458,U72R,50,1,1/2,400W,40,"1-1/2""",20,240,6.5,,,https://www.hungpump.com/u,3,200
459,WS-33R,50,1,1/3,250W,32,"1-1/4""",7,200,7,23,,https://www.hungpump.com/ws,4,110
460,LKT-100EA,50,1,1/6,100W,25,"1""",3,90,6,20,,https://www.hungpump.com/lkt,4,57
461,BAH-400A,50,1,1/2,400W,32,"1-1/4""",8,180,20,66,Dirty Water,https://www.hungpump.com/bah,12,115
462,BAH-750A,50,1,1,750W,50,"2""",8,220,25,82,Dirty Water,https://www.hungpump.com/bah,15,130
463,BAH-400V,50,1,1/2,400W,32,"1-1/4""",8,180,20,66,Dirty Water,https://www.hungpump.com/bah,12,115
464,BAH-750V,50,1,1,750W,50,"2""",8,220,25,82,Dirty Water,https://www.hungpump.com/bah,15,130
465,KHL-05,50,1,1/2,400W,32,"1-1/4""",8,180,20,66,Dirty Water,https://www.hungpump.com/khl,12,115
